Movie_Name,Genre,City,Screen_Type,Show_Time,Total_Seats,Tickets_Sold,Occupancy_Rate,Ticket_Price,Ticket_Sales,Concession_Sales,Total_Revenue,Show_Date
Woman laugh remain,Drama,Miami,IMAX,Evening,150,136,0.9130756371984782,18,2448,774.2169050401585,3222.2169050401585,2024-06-12
Cut less worker,Action,Houston,Standard,Late Night,150,77,0.5143880559375785,10,770,420.00844189710364,1190.0084418971037,2024-09-16
Cut himself until,Comedy,Houston,Standard,Afternoon,200,95,0.4751466640343657,10,950,591.932514703686,1541.9325147036861,2025-03-27
Training put relationship fund,Action,Chicago,3D,Late Night,100,67,0.6707123334579606,15,1005,244.41586303779206,1249.415863037792,2024-12-01
Receive brother toward,Drama,Los Angeles,3D,Evening,200,123,0.6171665433578543,15,1845,500.5964163083538,2345.5964163083536,2024-10-21
Keep nearly,Drama,Houston,3D,Late Night,200,138,0.6949397726633266,15,2070,737.9797149863579,2807.979714986358,2024-07-14
Number nor president let,Comedy,Houston,3D,Afternoon,100,63,0.630438453127695,15,945,220.51005750446504,1165.510057504465,2025-04-20
Accept arrive,Action,Los Angeles,Standard,Evening,100,47,0.47263838275041514,10,470,172.37916742745466,642.3791674274546,2024-08-08
Mean language stop,Horror,New York,IMAX,Morning,200,166,0.8321257801995092,18,2988,533.7400909774475,3521.7400909774474,2025-01-02
Mr yourself,Action,Houston,Standard,Morning,150,130,0.8693816509643282,10,1300,711.41312927561,2011.4131292756101,2024-08-06
Base process,Drama,New York,Standard,Late Night,100,50,0.508081696427342,10,500,199.47930386303844,699.4793038630385,2024-04-28
Throughout cut also,Comedy,Chicago,3D,Afternoon,200,108,0.5418447660096024,15,1620,686.2396804817218,2306.2396804817217,2025-02-20
Attention senior particular,Drama,New York,IMAX,Evening,150,111,0.7428798086087357,18,1998,540.4339036411926,2538.4339036411925,2025-04-21
Pass management control,Comedy,Miami,3D,Late Night,200,130,0.6501685184980537,15,1950,670.4295355980028,2620.429535598003,2024-10-06
Listen,Sci-Fi,Miami,Standard,Late Night,150,104,0.6987816409009245,10,1040,529.7592786114751,1569.759278611475,2024-10-28
Responsibility news,Horror,Miami,3D,Evening,200,200,1.0,15,3000,781.7027557176814,3781.7027557176816,2025-03-22
Somebody economic,Drama,New York,3D,Evening,150,101,0.6734579158758925,15,1515,407.9620457508407,1922.9620457508406,2024-12-01
Anything report sign,Sci-Fi,Chicago,IMAX,Morning,100,48,0.48025541331923194,18,864,210.0259041119989,1074.025904111999,2024-08-01
Believe price accept,Horror,Houston,Standard,Morning,150,58,0.3931021157978209,10,580,243.50964017300876,823.5096401730087,2024-12-01
Majority year life,Action,Houston,3D,Afternoon,200,98,0.4903604940087121,15,1470,440.46839959859716,1910.4683995985972,2024-12-06
Task small someone,Horror,Houston,Standard,Late Night,100,59,0.5950309540689304,10,590,215.53160089794815,805.5316008979481,2024-09-06
Doctor common,Drama,Houston,3D,Afternoon,100,86,0.8691836795276682,15,1290,403.25034766727026,1693.2503476672703,2025-01-28
Remember key,Drama,Los Angeles,Standard,Evening,200,124,0.6223583051445742,10,1240,740.4917384970513,1980.4917384970513,2025-04-16
Art discover,Action,Chicago,3D,Afternoon,100,63,0.6335681927458348,15,945,223.42925629748413,1168.4292562974842,2024-06-03
Eye trade other,Sci-Fi,New York,Standard,Late Night,150,89,0.5975365655890872,10,890,363.87975044077814,1253.879750440778,2024-10-29
Truth event,Drama,Miami,3D,Afternoon,100,77,0.7782589910172126,15,1155,277.8619859761497,1432.8619859761498,2025-04-23
Young those sit find,Action,Miami,IMAX,Afternoon,150,146,0.9790398638810431,18,2628,595.209957607261,3223.209957607261,2024-12-10
Picture where matter enter,Comedy,Houston,Standard,Morning,100,52,0.5203696840619518,10,520,187.34220828907763,707.3422082890777,2024-07-20
Office will step,Horror,Houston,IMAX,Evening,150,93,0.6265840836222667,18,1674,571.289826016128,2245.2898260161282,2025-02-12
Allow read,Action,Houston,3D,Late Night,150,113,0.7566241315603608,15,1695,375.26083994867594,2070.2608399486758,2024-10-31
Pick once,Horror,Los Angeles,IMAX,Evening,100,80,0.8022837234439466,18,1440,413.8214241746587,1853.8214241746587,2025-01-10
Color return enjoy,Horror,Los Angeles,IMAX,Evening,100,97,0.977006098860405,18,1746,338.32108380007907,2084.321083800079,2024-10-12
Others throughout,Comedy,Los Angeles,3D,Late Night,200,137,0.6875892277988945,15,2055,956.0054042217406,3011.0054042217407,2025-04-11
Let sport catch,Sci-Fi,Los Angeles,3D,Morning,200,109,0.5461061863819411,15,1635,755.2025112128478,2390.2025112128476,2024-05-27
Media positive,Drama,Houston,3D,Evening,100,78,0.7885982246038463,15,1170,430.29924728877825,1600.2992472887781,2025-03-25
Operation religious,Drama,New York,Standard,Morning,150,114,0.7663055370874361,10,1140,633.1651254911628,1773.1651254911628,2024-09-16
Federal thus,Comedy,Los Angeles,3D,Morning,100,72,0.7230723271796046,15,1080,283.95816128162875,1363.9581612816287,2025-01-29
Radio,Comedy,Houston,3D,Morning,150,101,0.6760911046660947,15,1515,539.2175314451638,2054.217531445164,2024-10-06
Treat two again,Action,Houston,IMAX,Morning,200,152,0.7600012034383731,18,2736,932.3529460726444,3668.3529460726445,2025-04-14
Write subject task,Drama,Houston,Standard,Afternoon,100,77,0.7753943385668509,10,770,307.60645497270764,1077.6064549727075,2024-12-31
Themselves four,Action,Houston,IMAX,Evening,100,90,0.907323848655629,18,1620,397.98636311327635,2017.9863631132764,2024-09-08
Local media,Comedy,Los Angeles,Standard,Morning,150,104,0.6973064831384463,10,1040,408.7926464361224,1448.7926464361224,2024-05-28
Treat around education,Horror,Miami,Standard,Evening,200,134,0.6749322879524718,10,1340,505.4294002908849,1845.429400290885,2024-12-29
Institution property,Drama,Houston,3D,Afternoon,100,62,0.6220070529649984,15,930,306.35492902430326,1236.3549290243031,2025-03-06
Scientist police candidate,Sci-Fi,Houston,Standard,Evening,200,176,0.8809763449762534,10,1760,873.0247650563879,2633.024765056388,2024-09-03
Occur capital type,Drama,Miami,IMAX,Evening,200,115,0.5774596493519145,18,2070,560.4615717131588,2630.4615717131587,2024-11-29
Value every,Action,Miami,Standard,Afternoon,200,131,0.6553009963309352,10,1310,474.2333505114713,1784.2333505114714,2024-06-16
Guy finally,Horror,Chicago,3D,Evening,100,64,0.6409991781508959,15,960,390.63498427968227,1350.6349842796822,2024-07-17
Question anyone,Action,Miami,3D,Afternoon,200,120,0.6043117234402225,15,1800,771.278058400423,2571.278058400423,2025-01-11
Phone heart ask,Action,Miami,IMAX,Evening,200,178,0.8917677793910948,18,3204,1222.6201677898841,4426.620167789884,2024-08-08
Also television,Sci-Fi,Houston,IMAX,Late Night,100,62,0.6286648602029855,18,1116,338.0337321029307,1454.0337321029306,2024-08-24
Trip get,Action,Chicago,3D,Evening,100,70,0.7069654822234223,15,1050,356.49615097410594,1406.496150974106,2025-03-02
Before pick policy,Comedy,New York,IMAX,Afternoon,100,39,0.3960215788530121,18,702,148.52432847545,850.52432847545,2024-06-10
Threat organization economy,Action,Houston,IMAX,Morning,200,142,0.7119380349040831,18,2556,790.5149474964898,3346.5149474964896,2024-09-17
Effect school full,Sci-Fi,Houston,Standard,Late Night,200,139,0.6968226271711613,10,1390,806.9305959955402,2196.93059599554,2024-07-20
Material accept,Comedy,Chicago,IMAX,Evening,200,200,1.0,18,3600,1174.276155655825,4774.276155655825,2024-09-21
Accept wife special,Action,New York,IMAX,Late Night,150,83,0.5538332647570499,18,1494,514.9386230716136,2008.9386230716136,2024-10-21
Produce with either,Drama,New York,3D,Late Night,200,126,0.6328725491495908,15,1890,407.3832123213712,2297.383212321371,2025-04-12
Game current pretty,Action,Miami,3D,Morning,150,95,0.6374075525566133,15,1425,314.6154424469867,1739.6154424469867,2025-01-11
Measure serve we daughter,Action,Los Angeles,Standard,Morning,200,167,0.8366179919645211,10,1670,655.320026212555,2325.320026212555,2024-09-19
Our life military name,Sci-Fi,Houston,IMAX,Afternoon,200,117,0.5857056701419572,18,2106,467.4210975972783,2573.4210975972783,2025-01-01
Somebody PM half,Action,Los Angeles,Standard,Late Night,200,128,0.6418532288655509,10,1280,679.2005934065375,1959.2005934065373,2024-11-07
Charge level,Action,Houston,Standard,Late Night,100,69,0.6911844764574808,10,690,425.7194009854603,1115.7194009854602,2024-05-24
Respond,Comedy,Miami,3D,Evening,200,145,0.7279913684734537,15,2175,1014.0914717909033,3189.091471790903,2024-07-08
Third organization,Sci-Fi,Houston,3D,Evening,150,94,0.6330349578174207,15,1410,599.6651096028577,2009.6651096028577,2025-04-17
Safe they standard,Drama,Houston,Standard,Late Night,200,125,0.6291134989347461,10,1250,495.3612780688133,1745.3612780688134,2025-03-02
We full box two,Sci-Fi,Miami,IMAX,Late Night,200,152,0.7610447624789658,18,2736,610.4861893272787,3346.4861893272787,2025-02-04
Former goal,Action,Houston,3D,Late Night,200,89,0.44602270508834096,15,1335,279.3399931932427,1614.3399931932427,2025-03-16
Tough new,Sci-Fi,Chicago,Standard,Morning,100,61,0.6199454511220314,10,610,425.39253033130757,1035.3925303313076,2024-11-25
Exactly local from,Comedy,Chicago,IMAX,Evening,100,59,0.594981877759124,18,1062,378.95002041993666,1440.9500204199367,2024-12-23
Various book season western,Sci-Fi,New York,Standard,Evening,200,175,0.8792569943387263,10,1750,914.4261598547379,2664.4261598547378,2024-09-19
Itself science event edge,Action,Miami,IMAX,Morning,150,55,0.3715219642824338,18,990,243.24426572280797,1233.244265722808,2024-05-13
Attention should exist,Sci-Fi,Los Angeles,3D,Evening,100,61,0.6161617229092617,15,915,239.8505722472332,1154.8505722472332,2024-09-13
Fight article,Sci-Fi,Chicago,IMAX,Late Night,100,65,0.6565817812596781,18,1170,385.90914800817075,1555.9091480081706,2024-08-02
Personal six,Horror,Chicago,3D,Afternoon,200,166,0.834828604385151,15,2490,964.6910021798188,3454.691002179819,2024-10-24
Bank year time,Action,New York,Standard,Evening,200,138,0.6901374608390518,10,1380,860.2043270327791,2240.204327032779,2025-03-22
Doctor,Drama,Houston,IMAX,Morning,150,77,0.5167200709960202,18,1386,501.9760908162568,1887.9760908162568,2025-03-22
Almost able,Comedy,Houston,3D,Morning,200,176,0.8821735604160885,15,2640,987.556544944887,3627.556544944887,2025-01-09
Sometimes,Action,Miami,IMAX,Late Night,150,57,0.3827979149375634,18,1026,290.5594041451033,1316.5594041451034,2024-09-19
Project west available very,Drama,Chicago,Standard,Afternoon,200,54,0.2701791065069877,10,540,312.7180289603188,852.7180289603189,2024-06-05
Range realize so,Horror,Los Angeles,IMAX,Late Night,200,133,0.6660021675079998,18,2394,705.0355822482408,3099.0355822482406,2024-09-01
Water source,Drama,New York,IMAX,Late Night,150,78,0.5246918663471083,18,1404,280.17986900540427,1684.1798690054043,2024-06-26
Prove,Sci-Fi,Chicago,IMAX,Late Night,200,89,0.446815077430393,18,1602,284.55475091295136,1886.5547509129515,2024-07-27
Public southern,Horror,Houston,3D,Morning,200,141,0.706253467094903,15,2115,668.0529866847199,2783.05298668472,2025-04-15
Once receive color,Sci-Fi,Los Angeles,IMAX,Late Night,100,63,0.6365701070656798,18,1134,311.9409971506919,1445.9409971506918,2024-05-02
Pull blood others,Comedy,Miami,IMAX,Afternoon,100,51,0.5153882053894907,18,918,207.3164465014746,1125.3164465014745,2024-08-06
Theory left,Action,Houston,3D,Morning,200,81,0.40795434019936583,15,1215,377.0005849989291,1592.000584998929,2024-11-06
Check many,Drama,Chicago,3D,Afternoon,150,109,0.7308685992420216,15,1635,585.9304369819067,2220.9304369819065,2025-03-05
Gas available speak,Drama,New York,3D,Afternoon,200,139,0.6975301766937991,15,2085,873.8007336149252,2958.8007336149253,2024-09-10
Mission material,Horror,Houston,Standard,Afternoon,100,58,0.5851236204330925,10,580,388.41746400159514,968.4174640015951,2024-05-07
Social far,Comedy,Los Angeles,IMAX,Evening,200,195,0.9769955494071498,18,3510,1250.1560332397762,4760.156033239777,2025-03-20
Pass member,Comedy,New York,Standard,Morning,200,87,0.4394872850510771,10,870,583.5019338979693,1453.5019338979691,2024-06-07
Stock value,Action,Chicago,IMAX,Evening,150,70,0.4711712243612891,18,1260,336.0172397787369,1596.017239778737,2024-10-22
Several suggest,Sci-Fi,New York,3D,Afternoon,100,49,0.4962137895178133,15,735,186.9450651638146,921.9450651638147,2024-08-27
Option deal,Sci-Fi,Miami,3D,Late Night,200,118,0.5931620975466753,15,1770,822.366604527205,2592.366604527205,2024-07-27
College concern between,Drama,New York,3D,Morning,100,63,0.6365009173984038,15,945,204.14773249306836,1149.1477324930684,2025-02-06
Story daughter,Action,Los Angeles,Standard,Evening,150,99,0.6638145913215505,10,990,556.2841172388933,1546.2841172388933,2024-08-11
Now see job,Drama,New York,IMAX,Late Night,200,130,0.6528083094771445,18,2340,833.0831312737745,3173.0831312737746,2024-06-08
Case story him,Drama,Chicago,IMAX,Morning,200,82,0.41226908637143334,18,1476,372.7796181725212,1848.7796181725212,2024-05-12
Mouth minute responsibility,Drama,Houston,Standard,Morning,150,122,0.8165646906109889,10,1220,788.9850998177225,2008.9850998177226,2024-07-02
Fill set,Comedy,Miami,IMAX,Afternoon,200,117,0.5876773232411147,18,2106,803.4583622987386,2909.4583622987384,2024-11-25
Money out road,Action,Miami,Standard,Morning,100,76,0.7675943747382191,10,760,508.3701151679626,1268.3701151679625,2024-12-17
Notice quickly catch,Horror,Chicago,3D,Late Night,200,130,0.6514088019566556,15,1950,471.642730307233,2421.6427303072333,2024-11-24
Character professional,Drama,Chicago,Standard,Evening,200,153,0.7685129828730676,10,1530,644.0236415010489,2174.023641501049,2024-08-24
Everyone choose just,Drama,Miami,3D,Morning,150,102,0.6854650920348305,15,1530,669.2840511201347,2199.284051120135,2024-07-10
Reduce president set,Comedy,New York,Standard,Evening,100,76,0.7671562840025972,10,760,331.9029904659189,1091.902990465919,2024-07-20
Even trip news lay,Action,Houston,Standard,Afternoon,200,139,0.6964084139801315,10,1390,629.5071597510511,2019.507159751051,2025-02-20
Opportunity,Horror,Miami,Standard,Afternoon,100,79,0.7993728795198647,10,790,418.03594273529,1208.03594273529,2024-11-10
Action language magazine,Horror,Houston,3D,Evening,200,145,0.7294781754552204,15,2175,511.42783671557316,2686.427836715573,2025-03-12
Almost contain way,Comedy,Los Angeles,Standard,Afternoon,150,105,0.7063505636382769,10,1050,604.1834775817191,1654.1834775817192,2025-03-18
Matter change,Comedy,Miami,IMAX,Late Night,200,117,0.586539645856916,18,2106,787.6580149259204,2893.6580149259203,2025-03-15
Far apply one,Sci-Fi,Los Angeles,3D,Morning,200,163,0.8160175823174209,15,2445,1107.4882198354246,3552.4882198354244,2025-04-23
Option parent anything,Comedy,New York,IMAX,Evening,200,119,0.5985411546911095,18,2142,371.03407287856237,2513.0340728785623,2025-03-15
Number player without,Drama,Chicago,3D,Late Night,150,130,0.8701410649366224,15,1950,777.717059594092,2727.717059594092,2024-11-19
Mrs dark,Action,Chicago,IMAX,Afternoon,100,59,0.5939763074033485,18,1062,220.6001731915979,1282.6001731915978,2025-03-18
Man research school,Sci-Fi,Miami,Standard,Evening,200,97,0.48538373468229273,10,970,528.5964643179893,1498.5964643179893,2025-03-12
Raise traditional join,Action,Miami,IMAX,Afternoon,150,92,0.6192156622366184,18,1656,305.2469583543836,1961.2469583543837,2025-04-05
Rest product develop,Drama,Houston,IMAX,Late Night,100,49,0.49784225137876786,18,882,314.0173687632547,1196.0173687632546,2024-07-21
Trip major expert she,Comedy,Houston,3D,Afternoon,100,72,0.7260965323483086,15,1080,281.16664130450863,1361.1666413045086,2024-08-23
Finally lot,Horror,Houston,IMAX,Evening,100,60,0.6021064031046414,18,1080,358.1679987990959,1438.167998799096,2024-07-01
Ago shoulder,Comedy,Los Angeles,IMAX,Morning,150,79,0.533072485017783,18,1422,511.01276483379866,1933.0127648337987,2024-09-02
Our bag serious field,Horror,Houston,Standard,Evening,100,41,0.4165688903581703,10,410,193.11913205979874,603.1191320597987,2024-08-30
My thought occur,Drama,New York,Standard,Late Night,150,79,0.5321540521126384,10,790,430.23554039573645,1220.2355403957365,2024-07-10
Pretty people,Sci-Fi,Miami,Standard,Morning,100,23,0.23641810100565647,10,230,110.5480825158569,340.5480825158569,2025-02-23
Home cut month,Action,New York,IMAX,Late Night,200,72,0.3624145764771415,18,1296,327.57058135155205,1623.570581351552,2024-07-09
Word reflect cause yourself,Horror,New York,IMAX,Evening,150,122,0.8140621984216445,18,2196,797.5860171066405,2993.5860171066406,2024-12-21
Matter series town,Horror,Chicago,3D,Afternoon,150,107,0.7178700237976248,15,1605,583.421471516386,2188.421471516386,2025-01-04
Ahead,Horror,New York,Standard,Afternoon,200,132,0.6638186342677447,10,1320,634.4965903740581,1954.496590374058,2025-03-17
Structure suffer summer,Sci-Fi,Miami,IMAX,Afternoon,200,90,0.454953578530618,18,1620,466.7065576367855,2086.7065576367854,2024-09-06
Central,Horror,Houston,3D,Evening,100,69,0.692843296578703,15,1035,256.3704877884379,1291.370487788438,2025-03-16
Page share,Horror,Miami,Standard,Afternoon,100,59,0.5994596191364148,10,590,236.01942140222823,826.0194214022282,2025-04-12
Indeed item,Action,Los Angeles,Standard,Morning,100,42,0.42624529662111854,10,420,244.64608725532094,664.6460872553209,2024-07-05
Discover campaign,Sci-Fi,Chicago,IMAX,Late Night,200,165,0.8255097452650726,18,2970,1121.8375668341948,4091.837566834195,2024-05-18
Plan nature institution world,Action,Houston,Standard,Late Night,100,73,0.7316043435863506,10,730,485.3778114160627,1215.3778114160627,2025-01-24
Speech she off,Comedy,Miami,Standard,Afternoon,100,56,0.5668553739255504,10,560,208.06615528681218,768.0661552868122,2025-03-01
Three turn store,Drama,New York,3D,Evening,200,140,0.7040328758491796,15,2100,850.4330365221278,2950.4330365221276,2025-02-13
Ball do,Action,Houston,3D,Afternoon,100,63,0.6312574211921329,15,945,431.0293376380103,1376.0293376380102,2024-08-19
Quickly seat last,Action,New York,Standard,Evening,150,59,0.3937397697363564,10,590,294.44011534658824,884.4401153465883,2024-08-18
You,Sci-Fi,Houston,Standard,Morning,150,84,0.5629233926219105,10,840,331.9271269505442,1171.9271269505443,2025-03-29
Inside again,Horror,Miami,Standard,Late Night,150,74,0.4977023628003302,10,740,352.79510700333003,1092.79510700333,2025-03-23
Serious help identify,Comedy,Miami,Standard,Morning,200,89,0.4497569985157627,10,890,366.00820580599236,1256.0082058059925,2025-01-25
Result,Comedy,Miami,IMAX,Morning,100,55,0.5578349560671068,18,990,177.11406636030162,1167.1140663603016,2025-02-15
Give why,Action,Chicago,IMAX,Afternoon,200,173,0.8696529790274283,18,3114,919.0401590757517,4033.040159075752,2025-04-02
She building,Action,Miami,3D,Evening,100,79,0.7961264291900514,15,1185,271.4084960502266,1456.4084960502266,2024-06-06
Whom protect,Sci-Fi,Los Angeles,IMAX,Evening,200,122,0.6143231515325804,18,2196,703.4586456233653,2899.4586456233656,2024-10-31
Hotel environmental economy,Horror,Miami,Standard,Afternoon,200,137,0.6858874172034237,10,1370,728.2735282583786,2098.2735282583785,2025-01-15
Special another serve,Drama,New York,IMAX,Evening,150,136,0.9099033154879003,18,2448,896.2561982731744,3344.2561982731745,2025-03-27
Middle give arrive,Drama,New York,3D,Morning,150,110,0.7386950524369154,15,1650,389.20014719434243,2039.2001471943424,2024-05-01
Along standard reflect,Sci-Fi,Chicago,3D,Late Night,100,60,0.6089445554880261,15,900,346.99907936284114,1246.9990793628413,2024-05-08
Reach,Sci-Fi,Miami,IMAX,Morning,200,100,0.5029594833441638,18,1800,691.7399782805998,2491.7399782805996,2024-10-04
Finish organization option,Sci-Fi,Miami,IMAX,Late Night,200,140,0.7047334970420385,18,2520,580.8248901303858,3100.824890130386,2024-05-28
Baby experience,Sci-Fi,Miami,3D,Evening,200,151,0.7590228078132624,15,2265,1053.994698676761,3318.994698676761,2024-09-12
Describe religious,Sci-Fi,Chicago,IMAX,Late Night,200,146,0.7342789830041598,18,2628,807.0048427781522,3435.004842778152,2024-08-12
Across east,Drama,Houston,IMAX,Afternoon,100,69,0.6952757702522954,18,1242,207.43633315432942,1449.4363331543295,2025-02-26
Environmental work arrive,Comedy,New York,3D,Morning,200,151,0.7574329072979002,15,2265,1056.388152379079,3321.3881523790787,2025-03-21
Mission which determine,Drama,Houston,IMAX,Evening,200,123,0.6197147182659147,18,2214,765.5734107915441,2979.573410791544,2025-01-29
Take then,Drama,Los Angeles,IMAX,Afternoon,150,119,0.7976091098451488,18,2142,733.1330593547967,2875.133059354797,2024-08-22
Gun quickly item,Action,Chicago,3D,Evening,100,72,0.7296399407038598,15,1080,413.5207071303239,1493.520707130324,2024-07-20
Probably rate,Comedy,Chicago,3D,Morning,100,91,0.9112891308937898,15,1365,393.30739888185565,1758.3073988818555,2025-01-30
Miss,Horror,Chicago,Standard,Late Night,100,49,0.4966218272865648,10,490,273.54783525025664,763.5478352502566,2025-04-26
Offer,Sci-Fi,Houston,IMAX,Late Night,150,129,0.8603945704747873,18,2322,625.6345588903005,2947.6345588903005,2025-01-17
Pattern,Sci-Fi,Houston,Standard,Morning,150,94,0.6296866175193971,10,940,494.41843301494805,1434.418433014948,2024-07-18
Must ground energy,Comedy,Chicago,Standard,Morning,200,100,0.5022872994578327,10,1000,574.1973201385715,1574.1973201385715,2024-08-26
Administration born,Drama,Chicago,IMAX,Afternoon,100,52,0.5274171248918518,18,936,226.54370293462802,1162.543702934628,2024-07-09
Hit social focus,Sci-Fi,Houston,Standard,Afternoon,200,110,0.5519479037708519,10,1100,501.4091605130338,1601.4091605130338,2025-02-02
Than throughout answer,Drama,Miami,IMAX,Evening,200,152,0.7636248919602874,18,2736,475.22995523415824,3211.2299552341583,2025-02-27
Above describe,Comedy,Houston,IMAX,Late Night,150,101,0.6784253232053249,18,1818,485.57015716359626,2303.5701571635964,2025-01-29
Each tough must,Comedy,Chicago,IMAX,Evening,100,61,0.6139449994092131,18,1098,274.30862852578116,1372.3086285257812,2024-08-08
Administration billion,Horror,New York,IMAX,Morning,200,119,0.5963468111608525,18,2142,368.86895272386096,2510.868952723861,2024-07-23
Wear direction,Comedy,Houston,Standard,Afternoon,150,138,0.9213405537917796,10,1380,923.8474958753326,2303.8474958753327,2025-04-03
Travel discover least,Comedy,Miami,3D,Evening,100,95,0.9591314755151066,15,1425,597.4126368259185,2022.4126368259185,2024-08-02
Road off water,Comedy,Miami,Standard,Afternoon,200,133,0.6654485504511047,10,1330,418.4459496467113,1748.4459496467114,2024-05-30
Trouble son,Action,Houston,Standard,Morning,150,90,0.60570052172523,10,900,605.6414438474982,1505.641443847498,2025-03-01
Affect,Horror,Miami,IMAX,Evening,100,71,0.7180046990077391,18,1278,242.28120356681993,1520.2812035668198,2024-12-27
Around happen,Comedy,Chicago,IMAX,Evening,150,118,0.7920276959095625,18,2124,448.66220178366854,2572.6622017836685,2024-05-01
Free general,Horror,Chicago,3D,Evening,200,109,0.5465811152202391,15,1635,378.29576568959084,2013.2957656895908,2024-10-16
Garden mission institution,Action,Los Angeles,IMAX,Evening,100,66,0.6613935193864982,18,1188,450.99068639023204,1638.990686390232,2024-11-02
Religious son,Comedy,Miami,Standard,Morning,200,69,0.3497123889183616,10,690,303.68780606705633,993.6878060670563,2025-01-11
Toward main speech,Drama,Chicago,3D,Afternoon,200,131,0.6598834683907918,15,1965,521.2883387040205,2486.2883387040206,2025-01-30
Upon,Sci-Fi,New York,3D,Evening,150,119,0.7970793909554111,15,1785,381.145663454497,2166.145663454497,2024-07-23
Himself choose hard,Action,New York,3D,Morning,150,79,0.5275220306550938,15,1185,254.00076072822353,1439.0007607282234,2024-12-22
Ahead small,Sci-Fi,Houston,3D,Afternoon,200,167,0.8360980144935048,15,2505,921.4864208293296,3426.4864208293297,2025-03-23
Attention that,Drama,Houston,Standard,Evening,150,77,0.5161351505496488,10,770,482.772129543344,1252.772129543344,2024-11-03
Listen process,Sci-Fi,Miami,IMAX,Late Night,100,38,0.380343767968527,18,684,128.1232584979635,812.1232584979634,2024-11-29
Common,Drama,Houston,IMAX,Late Night,200,126,0.6336677727839958,18,2268,702.7869794215918,2970.7869794215917,2024-10-11
Debate economy,Comedy,Houston,3D,Afternoon,100,75,0.7570647453918231,15,1125,483.32888311676874,1608.3288831167688,2024-10-29
Community,Horror,Miami,3D,Evening,100,95,0.9525891537186802,15,1425,550.8535560113227,1975.8535560113228,2024-11-14
Decision project,Horror,Chicago,3D,Late Night,100,53,0.531167360569659,15,795,172.85742214896445,967.8574221489645,2024-11-03
Box see ever,Horror,New York,3D,Late Night,100,76,0.7618021250146944,15,1140,313.8062401522265,1453.8062401522266,2024-12-20
Loss property TV,Sci-Fi,Chicago,Standard,Afternoon,100,59,0.5942237295748939,10,590,272.74189180837925,862.7418918083793,2024-11-07
Development physical artist,Drama,New York,3D,Morning,200,114,0.574105905008877,15,1710,552.2045328525626,2262.204532852563,2025-03-19
Team international,Sci-Fi,Miami,3D,Afternoon,100,73,0.7325489906230008,15,1095,379.00111304546834,1474.0011130454684,2024-09-05
Nation beat data,Drama,Houston,3D,Morning,100,69,0.6978484317620129,15,1035,431.6407345500627,1466.6407345500627,2024-10-10
Seek almost,Sci-Fi,Miami,3D,Late Night,150,54,0.3635411764523626,15,810,279.617806121206,1089.617806121206,2025-04-12
Century personal,Sci-Fi,Los Angeles,IMAX,Morning,150,123,0.8214810524588844,18,2214,425.2468473564406,2639.2468473564404,2024-08-15
Dinner business fine,Sci-Fi,Miami,3D,Evening,100,90,0.9070137031221177,15,1350,565.9282988330561,1915.928298833056,2024-06-22
Per very professional,Action,Los Angeles,3D,Late Night,200,101,0.5061655947735706,15,1515,346.93283206928896,1861.932832069289,2025-01-29
Accept hear day work,Horror,Miami,3D,Evening,200,151,0.7593705300156113,15,2265,851.7395144487564,3116.7395144487564,2024-05-03
Audience never western,Sci-Fi,New York,IMAX,Afternoon,200,134,0.6741045279424108,18,2412,836.0739011771888,3248.073901177189,2024-08-29
Think despite after,Horror,Los Angeles,Standard,Afternoon,200,127,0.6391010648735861,10,1270,529.0836527802883,1799.0836527802883,2025-04-14
Me back,Comedy,Miami,Standard,Late Night,100,51,0.517454226923187,10,510,292.0294247492758,802.0294247492758,2025-01-13
Station national whether,Horror,Chicago,3D,Evening,200,119,0.5992564948092922,15,1785,824.7082244723747,2609.7082244723747,2025-02-03
Believe give,Sci-Fi,Chicago,IMAX,Morning,200,119,0.5961668893512831,18,2142,549.3979700466625,2691.3979700466625,2024-05-21
Shoulder someone,Drama,Los Angeles,3D,Morning,200,155,0.7759093528889047,15,2325,1065.0977003048279,3390.097700304828,2025-04-07
Guess century,Action,New York,Standard,Evening,150,117,0.7815400231891648,10,1170,756.1380700364296,1926.1380700364296,2024-10-05
Break save,Drama,Los Angeles,3D,Late Night,200,108,0.544407850187084,15,1620,489.3651136115648,2109.365113611565,2024-07-31
Third level travel,Comedy,Houston,3D,Afternoon,150,107,0.7157548065972517,15,1605,380.5214745146117,1985.5214745146118,2024-11-08
Receive police,Horror,Miami,3D,Evening,100,27,0.27271860690548866,15,405,112.15485414657928,517.1548541465793,2025-02-17
Protect range,Action,Los Angeles,IMAX,Morning,200,154,0.7723148550558154,18,2772,471.67600441501634,3243.6760044150165,2024-07-14
Act east professor our,Comedy,Houston,Standard,Late Night,100,33,0.33904293318328504,10,330,117.11307541114138,447.1130754111414,2025-03-09
Floor change break,Sci-Fi,Houston,3D,Late Night,100,54,0.5456338587895302,15,810,260.1491815897347,1070.1491815897348,2024-07-30
Lawyer central attention,Horror,Houston,Standard,Late Night,150,64,0.4320495158060784,10,640,249.7896751132794,889.7896751132794,2024-06-12
Create present indeed,Sci-Fi,Houston,Standard,Morning,150,60,0.4057977786418641,10,600,383.2329328016878,983.2329328016879,2024-11-29
